ACY32015.1,AFS12446.1,39.83,2e-77,96,244
ACY32015.1,AFS13025.1,29.89,3e-38,97,140
ACY32016.1,AFS16667.1,47.05,3e-145,99,426
ACY32016.1,AFS12449.1,47.43,1e-143,99,422
ACY32017.1,AFS13541.1,40.42,1e-50,98,166
ACY32017.1,AFS15858.1,40.41,5e-50,97,164
ACY32017.1,AFS12748.1,37.8,4e-48,98,159
ACY32017.1,AFS15612.1,41.37,3e-47,98,157
ACY32017.1,AFS13429.1,37.86,1e-45,95,153
ACY32017.1,AFS16761.1,37.61,1e-45,96,154
ACY32017.1,AFS12232.1,35.92,6e-45,96,151
ACY32017.1,AFS15636.1,35.71,2e-38,99,135
ACY32017.1,AFS16476.1,37.08,8e-38,98,133
ACY32017.1,AFS12884.1,35.51,2e-36,99,129
ACY32017.1,AFS15853.1,35.09,3e-36,98,129
ACY32017.1,AFS12158.1,31.77,5e-36,99,128
ACY32017.1,AFS14431.1,36.73,8e-35,96,125
ACY32017.1,AFS13427.1,33.6,8e-33,98,119
ACY32017.1,AFS17165.1,34.81,2e-32,99,119
ACY32019.1,AFS13816.1,41.99,5e-36,85,125
ACY32021.1,AFS12645.1,41.75,6e-68,98,214
ACY32021.1,AFS14553.1,39.43,6e-59,97,191
ACY32022.1,AFS12661.1,43.31,7e-76,95,234
ACY32023.1,AFS12660.1,38.8,1e-46,94,156
ACY32024.1,AFS12720.1,41.11,8e-58,86,189
ACY32024.1,AFS13878.1,36.19,2e-50,82,169
ACY32024.1,AFS14629.1,33.47,9e-31,80,116
ACY32025.1,AFS12659.1,47.19,1e-92,98,282
ACY32026.1,AFS12662.1,45.61,4e-68,94,212
ACY32026.1,AFS12165.1,33.33,8e-34,98,122
ACY32027.1,AFS12651.1,49.46,6e-125,97,367
ACY32027.1,AFS13291.1,38.99,2e-77,97,244
ACY32027.1,AFS12861.1,33.42,6e-61,99,201
ACY32027.1,AFS12907.1,32.73,6e-60,97,198
ACY32027.1,AFS13602.1,32.81,1e-53,96,182
ACY32027.1,AFS12904.1,30.5,7e-52,100,177
ACY32027.1,AFS13848.1,36.16,9e-51,98,175
ACY32027.1,AFS14377.1,29.6,3e-39,89,144
ACY32028.1,AFS12650.1,31.52,8e-35,90,129
ACY32029.1,AFS12218.1,62.43,2e-163,96,464
ACY32029.1,AFS12656.1,60.52,3e-163,99,465
ACY32029.1,AFS16106.1,49.11,2e-119,99,353
ACY32029.1,AFS13305.1,47.94,1e-114,99,340
ACY32029.1,AFS12916.1,47.55,2e-110,99,330
ACY32029.1,AFS12668.1,43.51,6e-93,98,285
ACY32031.1,AFS12727.1,37.08,2e-81,91,263
ACY32031.1,AFS13448.1,34.24,1e-51,88,182
ACY32031.1,AFS15645.1,34.45,2e-49,89,176
ACY32031.1,AFS13949.1,34.69,5e-41,77,152
ACY32032.1,AFS12664.1,52.33,5e-105,99,309
ACY32032.1,AFS12706.1,41.96,2e-64,97,205
ACY32034.1,AFS12653.1,56.92,1e-141,98,410
ACY32035.1,AFS12654.1,61.45,2e-99,99,293
ACY32036.1,AFS13839.1,48.65,5e-50,92,159
ACY32038.1,AFS14843.1,27.39,4e-33,88,126
ACY32040.1,AFS13314.1,47.06,3e-108,95,323
ACY32040.1,AFS12981.1,41.47,4e-85,90,264
ACY32040.1,AFS12154.1,40.48,6e-85,98,264
ACY32040.1,AFS15839.1,40.58,1e-82,100,258
ACY32042.1,AFS12985.1,55.29,1e-142,100,412
ACY32042.1,AFS15837.1,49.61,4e-109,100,326
ACY32043.1,AFS12986.1,45.21,0.0,98,563
ACY32045.1,AFS12191.1,34.88,4e-114,99,366
ACY32045.1,AFS14479.1,33.17,6e-97,99,319
ACY32045.1,AFS15831.1,32.41,2e-86,98,290
ACY32045.1,AFS16881.1,29.31,3e-83,98,281
ACY32045.1,AFS12638.1,31.1,1e-73,98,254
ACY32045.1,AFS17185.1,29.79,2e-67,98,237
ACY32045.1,AFS15532.1,40.94,7e-62,39,213
ACY32045.1,AFS13844.1,34.59,4e-52,44,184
ACY32045.1,AFS13290.1,33.42,6e-45,46,164
ACY32045.1,AFS15531.1,30.79,2e-31,45,125
ACY32047.1,AFS12696.1,37.32,6e-114,100,350
ACY32047.1,AFS13576.1,35.53,5e-106,98,330
ACY32047.1,AFS13564.1,33.03,1e-86,99,278
ACY32049.1,AFS16688.1,43.11,3e-155,98,459
ACY32049.1,AFS17198.1,43.74,3e-152,98,451
ACY32052.1,AFS14528.1,31.72,5e-49,87,169
ACY32052.1,AFS12686.1,28.31,1e-42,87,152
ACY32055.1,AFS13572.1,39.65,1e-94,95,295
ACY32056.1,AFS13056.1,47.06,5e-69,99,214
ACY32056.1,AFS14333.1,36.36,1e-49,98,164
ACY32056.1,AFS13813.1,34.39,9e-46,98,154
ACY32056.1,AFS12231.1,41.04,3e-41,95,142
ACY32056.1,AFS12417.1,36.18,3e-40,95,140
ACY32056.1,AFS13428.1,38.15,3e-37,95,131
ACY32066.1,AFS16246.1,30.24,3e-39,54,147
ACY32067.1,AFS12199.1,31.62,7e-64,71,223
ACY32067.1,AFS12182.1,31.45,1e-57,68,205
ACY32068.1,AFS17146.1,37.16,1e-48,100,162
ACY32075.1,AFS12695.1,34.9,2e-37,93,133
ACY32075.1,AFS14444.1,36.0,3e-37,91,132
ACY32075.1,AFS12129.1,34.78,1e-35,91,128
ACY32075.1,AFS12130.1,34.4,2e-34,91,124
ACY32075.1,AFS13306.1,33.59,9e-33,90,120
ACY32076.1,AFS12663.1,49.42,1e-77,97,236
ACY32077.1,AFS13365.1,58.14,1e-50,41,165
ACY32077.1,AFS12672.1,35.27,2e-43,89,151
ACY32077.1,AFS13832.1,46.21,2e-40,40,138
ACY32078.1,AFS13831.1,31.58,1e-45,95,160
ACY32078.1,AFS12703.1,31.42,1e-41,96,149
ACY32078.1,AFS12670.1,29.49,2e-33,95,125
ACY32079.1,AFS13364.1,50.36,2e-48,99,153
ACY32079.1,AFS13830.1,53.79,2e-47,94,150
ACY32080.1,AFS12674.1,60.61,4e-168,98,478
ACY32080.1,AFS13363.1,60.1,2e-165,98,471
ACY32080.1,AFS13829.1,59.74,6e-165,98,470
ACY32080.1,AFS12927.1,32.99,1e-52,97,183
ACY32080.1,AFS13794.1,32.65,5e-51,97,179
ACY32081.1,AFS12704.1,48.12,3e-124,99,366
ACY32081.1,AFS13834.1,47.73,4e-114,100,340
ACY32081.1,AFS12671.1,44.05,7e-109,100,326
ACY32081.1,AFS14570.1,35.37,4e-67,99,218
ACY32081.1,AFS13875.1,31.31,4e-47,99,165
ACY32082.1,AFS13377.1,37.59,3e-111,92,347
ACY32082.1,AFS12702.1,28.86,3e-43,82,160
ACY32082.1,AFS16172.1,28.92,3e-41,82,154
ACY32082.1,AFS14946.1,25.95,1e-38,88,149
ACY32084.1,AFS13595.1,29.01,2e-48,100,169
ACY32085.1,AFS13594.1,28.39,7e-38,99,139
ACY32093.1,AFS14574.1,52.11,1e-145,99,421
ACY32093.1,AFS17184.1,53.09,7e-124,99,365
ACY32093.1,AFS13867.1,30.0,2e-37,92,138
ACY32093.1,AFS17178.1,30.05,4e-37,88,138
ACY32097.1,AFS12680.1,48.66,7e-116,97,341
ACY32099.1,AFS12678.1,44.39,2e-61,82,195
ACY32102.1,AFS12643.1,34.1,1e-77,97,246
ACY32102.1,AFS14554.1,33.59,3e-73,96,234
ACY32102.1,AFS14083.1,29.7,4e-49,92,171
ACY32102.1,AFS12106.1,27.25,1e-43,93,156
ACY32103.1,AFS12878.1,36.94,1e-105,96,330
ACY32103.1,AFS12677.1,38.47,2e-105,97,330
ACY32103.1,AFS14527.1,34.25,3e-91,96,293
ACY32103.1,AFS14626.1,31.72,2e-81,97,266
ACY32103.1,AFS12873.1,32.33,6e-72,96,240
ACY32103.1,AFS16171.1,35.74,4e-36,45,134
ACY32104.1,AFS14552.1,31.57,1e-53,93,189
ACY32105.1,AFS12642.1,43.68,7e-95,96,288
ACY32105.1,AFS15859.1,38.6,3e-80,96,250
ACY32106.1,AFS12652.1,48.37,3e-148,96,437
ACY32106.1,AFS12976.1,45.56,6e-145,94,427
ACY32106.1,AFS13550.1,31.14,6e-59,93,204
ACY32106.1,AFS12859.1,34.47,1e-57,92,199
ACY32106.1,AFS16935.1,31.45,5e-49,88,176
CCP43859.1,AFS13253.1,85.75,0.0,99,662
CCP46231.1,AFS16277.1,88.58,0.0,100,1065
CCP46314.1,AFS12716.1,76.1,1e-75,99,224
CCP46315.1,AFS12715.1,76.44,1e-98,79,287
CCP46316.1,AFS12714.1,80.98,0.0,100,806
CCP46317.1,AFS12713.1,82.41,0.0,99,648
CCP46318.1,AFS12712.1,79.49,0.0,95,686
CCP46318.1,AFS12959.1,35.09,4e-74,94,241
CCP46318.1,AFS14263.1,32.05,3e-38,67,141
CCP46318.1,AFS12257.1,30.23,4e-34,65,129
CCP46319.1,AFS12711.1,79.77,0.0,98,569
CCP46319.1,AFS12958.1,37.13,1e-61,93,202
CCP46320.1,AFS12710.1,82.71,0.0,99,573
CCP46320.1,AFS12957.1,43.77,6e-79,89,246
CCP46321.1,AFS12709.1,85.16,0.0,96,671
CCP46321.1,AFS12956.1,41.19,2e-71,79,229
CCP46322.1,AFS12708.1,93.21,0.0,100,503
CCP46322.1,AFS12955.1,63.98,2e-112,93,326
CCP46323.1,AFS12707.1,95.28,3e-171,100,474
CCP46323.1,AFS12954.1,69.02,2e-118,100,341
CCP46323.1,AFS14268.1,36.8,4e-51,98,169
CCP46323.1,AFS12252.1,37.96,5e-49,85,163
CCP46323.1,AFS12115.1,38.86,3e-37,83,131
CCP46324.1,AFS12706.1,81.37,0.0,97,505
CCP46325.1,AFS12705.1,92.06,4e-36,100,116
CCP46326.1,AFS12704.1,86.43,0.0,99,695
CCP46326.1,AFS13834.1,49.75,5e-125,100,369
CCP46326.1,AFS14570.1,40.05,4e-77,97,245
CCP46326.1,AFS13875.1,33.91,3e-52,99,179
CCP46326.1,AFS17033.1,29.68,1e-42,99,153
CCP46326.1,AFS13567.1,29.64,2e-38,99,141
CCP46327.1,AFS12703.1,83.11,0.0,100,578
CCP46327.1,AFS13831.1,40.37,7e-74,99,234
CCP46328.1,AFS12702.1,81.65,0.0,99,810
CCP46331.1,AFS12699.1,84.5,0.0,100,789
CCP46332.1,AFS12698.1,84.87,2e-176,97,489
CCP46332.1,AFS13565.1,33.2,5e-32,83,119
CCP46337.1,AFS12696.1,90.0,0.0,99,1022
CCP46337.1,AFS13576.1,43.53,7e-136,94,407
CCP46337.1,AFS13564.1,33.52,1e-80,94,263
CCP46338.1,AFS12695.1,89.69,1e-174,99,484
CCP46338.1,AFS13554.1,35.11,7e-40,97,139
CCP46338.1,AFS13871.1,32.83,3e-39,96,137
CCP46340.1,AFS12694.1,79.24,0.0,98,643
CCP46340.1,AFS12278.1,75.63,0.0,99,606
CCP46340.1,AFS13299.1,36.92,1e-57,86,194
CCP46340.1,AFS13175.1,33.54,2e-52,81,180
CCP46340.1,AFS12172.1,35.09,1e-50,84,176
CCP46340.1,AFS13803.1,34.06,2e-49,80,172
CCP46340.1,AFS14321.1,33.44,1e-45,79,162
CCP46340.1,AFS12181.1,33.69,5e-45,92,160
CCP46340.1,AFS13592.1,31.48,7e-45,88,159
CCP46340.1,AFS12198.1,31.25,8e-45,98,159
CCP46340.1,AFS14071.1,30.3,5e-38,93,140
CCP46340.1,AFS13627.1,30.58,2e-33,81,128
CCP46341.1,AFS12693.1,70.22,8e-114,94,327
CCP46342.1,AFS12692.1,86.59,0.0,99,625
CCP46342.1,AFS12296.1,42.65,2e-82,99,255
CCP46342.1,AFS16312.1,41.52,3e-78,95,244
CCP46342.1,AFS17076.1,39.03,3e-57,88,190
CCP46343.1,AFS12691.1,82.51,0.0,100,514
CCP46344.1,AFS12690.1,87.25,0.0,99,640
CCP46345.1,AFS12689.1,90.67,0.0,98,699
CCP46347.1,AFS12687.1,83.33,3e-106,100,303
CCP46348.1,AFS12686.1,90.67,0.0,100,745
CCP46348.1,AFS14528.1,60.7,2e-168,96,478
CCP46349.1,AFS12685.1,77.62,6e-71,96,211
CCP46351.1,AFS12684.1,83.11,0.0,99,676
CCP46351.1,AFS17163.1,34.22,3e-54,97,184
CCP46351.1,AFS17189.1,32.16,1e-48,96,169
CCP46351.1,AFS15709.1,34.13,2e-42,95,152
CCP46351.1,AFS17073.1,30.27,2e-39,96,144
CCP46352.1,AFS12683.1,82.69,2e-162,100,452
CCP46353.1,AFS12682.1,86.1,0.0,99,660
CCP46354.1,AFS13157.1,39.36,2e-49,99,172
CCP46354.1,AFS16199.1,45.24,6e-36,51,134
CCP46354.1,AFS15611.1,53.41,2e-32,43,123
CCP46356.1,AFS12680.1,92.13,0.0,99,645
CCP46357.1,AFS12679.1,89.77,0.0,98,547
CCP46358.1,AFS12678.1,82.38,1e-153,100,431
CCP46359.1,AFS12677.1,88.1,0.0,100,1004
CCP46359.1,AFS12878.1,42.58,4e-136,97,409
CCP46359.1,AFS14527.1,42.24,1e-133,98,402
CCP46359.1,AFS14626.1,38.8,1e-118,98,363
CCP46359.1,AFS12873.1,38.57,3e-86,98,278
CCP46359.1,AFS16171.1,39.63,2e-43,48,154
CCP46360.1,AFS12676.1,84.62,3e-161,100,452
CCP46362.1,AFS12674.1,88.95,0.0,99,707
CCP46362.1,AFS13363.1,67.53,0.0,99,515
CCP46362.1,AFS13829.1,64.18,1e-174,99,494
CCP46362.1,AFS12927.1,34.51,6e-53,99,184
CCP46362.1,AFS15829.1,34.65,1e-51,92,177
CCP46362.1,AFS13794.1,32.99,5e-46,99,164
CCP46362.1,AFS17178.1,31.9,1e-37,99,139
CCP46362.1,AFS13867.1,34.42,9e-34,87,127
CCP46362.1,AFS14574.1,30.54,5e-33,92,125
CCP46363.1,AFS12673.1,85.37,1e-73,95,216
CCP46363.1,AFS13830.1,53.1,9e-36,84,120
CCP46363.1,AFS13364.1,49.14,5e-35,86,119
CCP46364.1,AFS12672.1,77.78,0.0,98,505
CCP46365.1,AFS12671.1,88.37,0.0,100,712
CCP46366.1,AFS12670.1,83.09,0.0,99,569
CCP46367.1,AFS12669.1,81.77,0.0,96,694
CCP46367.1,AFS14764.1,72.37,0.0,98,628
CCP46367.1,AFS16543.1,67.87,0.0,96,594
CCP46367.1,AFS13610.1,36.32,2e-75,87,242
CCP46368.1,AFS12668.1,85.93,0.0,100,678
CCP46369.1,AFS12666.1,68.21,3e-75,100,222
CCP46369.1,AFS12665.1,52.11,2e-50,94,159
CCP46369.1,AFS14101.1,48.39,6e-40,82,131
CCP46370.1,AFS12664.1,86.51,0.0,100,525
CCP46370.1,AFS13427.1,32.1,8e-31,85,115
CCP46371.1,AFS12663.1,75.5,4e-132,96,375
CCP46371.1,AFS12456.1,38.95,3e-46,91,157
CCP46372.1,AFS12662.1,93.0,1e-165,98,460
CCP46372.1,AFS12165.1,38.25,1e-45,99,154
CCP46373.1,AFS12661.1,87.5,0.0,99,522
CCP46374.1,AFS12660.1,84.68,7e-157,99,437
CCP46375.1,AFS12659.1,90.11,0.0,99,610
CCP46376.1,AFS15136.1,43.11,5e-78,41,253
CCP46377.1,AFS13011.1,52.63,2e-87,98,265
CCP46378.1,AFS12656.1,94.56,0.0,100,751
CCP46378.1,AFS12218.1,66.31,2e-174,97,493
CCP46378.1,AFS13305.1,51.16,3e-131,100,383
CCP46378.1,AFS12916.1,50.64,5e-124,99,365
CCP46378.1,AFS16106.1,48.24,1e-117,99,348
CCP46379.1,AFS12655.1,88.32,4e-129,99,363
CCP46381.1,AFS12654.1,91.98,9e-167,100,464
CCP46381.1,AFS12231.1,42.01,9e-36,82,128
CCP46382.1,AFS12653.1,88.83,0.0,100,709
CCP46382.1,AFS13291.1,39.33,1e-86,98,268
CCP46382.1,AFS12907.1,37.66,9e-66,99,214
CCP46382.1,AFS12904.1,37.24,6e-59,98,196
CCP46382.1,AFS12932.1,34.42,2e-53,98,182
