ACY32015.1,EST34451.1,36.0,3e-59,93,197
ACY32015.1,EST27663.1,31.35,1e-41,97,149
ACY32017.1,EST19111.1,37.01,3e-37,98,133
ACY32017.1,EST18472.1,36.61,2e-35,98,127
ACY32017.1,EST36528.1,36.84,5e-31,98,116
ACY32017.1,EST36199.1,33.08,8e-31,99,115
ACY32018.1,EST20744.1,40.16,5e-52,96,171
ACY32021.1,EST36524.1,41.9,5e-71,98,223
ACY32022.1,EST36545.1,46.4,8e-89,95,268
ACY32023.1,EST36546.1,40.16,7e-52,95,170
ACY32024.1,EST36553.1,64.81,5e-133,95,381
ACY32025.1,EST36547.1,46.2,1e-82,98,257
ACY32026.1,EST36544.1,46.64,1e-68,94,213
ACY32027.1,EST36554.1,53.61,2e-139,99,404
ACY32029.1,EST36549.1,67.19,0.0,99,522
ACY32029.1,EST21027.1,48.85,4e-111,98,332
ACY32029.1,EST24025.1,44.0,5e-94,100,288
ACY32031.1,EST35704.1,35.23,2e-40,87,151
ACY32031.1,EST25543.1,31.66,1e-36,88,139
ACY32032.1,EST36542.1,54.52,4e-106,99,313
ACY32032.1,EST23864.1,41.55,2e-67,97,214
ACY32032.1,EST27594.1,38.04,1e-34,84,127
ACY32033.1,EST20730.1,33.96,9e-32,93,122
ACY32034.1,EST36552.1,55.53,2e-140,98,408
ACY32034.1,EST27595.1,49.63,1e-114,100,341
ACY32035.1,EST36551.1,58.94,3e-97,99,288
ACY32040.1,EST35280.1,46.54,1e-106,96,320
ACY32040.1,EST27496.1,44.02,4e-91,90,279
ACY32042.1,EST35279.1,57.45,1e-144,99,418
ACY32043.1,EST35278.1,45.86,0.0,99,583
ACY32045.1,EST20729.1,38.8,4e-67,44,228
ACY32045.1,EST20730.1,31.55,8e-32,46,126
ACY32047.1,EST19978.1,41.87,2e-90,69,285
ACY32049.1,EST27539.1,33.97,1e-74,98,249
ACY32052.1,EST36538.1,29.09,2e-44,87,157
ACY32056.1,EST21009.1,39.22,2e-41,95,143
ACY32067.1,EST20011.1,49.48,0.0,99,650
ACY32068.1,EST36535.1,37.4,3e-43,97,148
ACY32073.1,EST32740.1,40.16,2e-51,97,169
ACY32073.1,EST18862.1,41.27,2e-51,98,169
ACY32073.1,EST36263.1,34.84,1e-32,95,120
ACY32075.1,EST19912.1,36.54,1e-42,93,147
ACY32076.1,EST36543.1,52.34,2e-86,96,260
ACY32077.1,EST28578.1,41.02,1e-62,92,202
ACY32079.1,EST28580.1,50.85,4e-34,86,117
ACY32080.1,EST28581.1,60.26,5e-160,98,457
ACY32080.1,EST27531.1,41.12,2e-93,99,287
ACY32081.1,EST19982.1,48.74,8e-128,100,375
ACY32081.1,EST28577.1,46.51,3e-108,96,327
ACY32093.1,EST27625.1,35.48,1e-56,98,191
ACY32097.1,EST36539.1,53.01,1e-123,96,361
ACY32099.1,EST36541.1,44.44,2e-55,85,181
ACY32102.1,EST36532.1,39.64,4e-97,96,297
ACY32102.1,EST36526.1,38.76,9e-91,96,280
ACY32102.1,EST19238.1,25.52,3e-36,97,136
ACY32103.1,EST36521.1,41.68,1e-126,96,385
ACY32103.1,EST36530.1,34.81,6e-80,97,262
ACY32105.1,EST36536.1,45.61,9e-107,96,319
ACY32105.1,EST29114.1,30.94,4e-47,97,164
ACY32106.1,EST27532.1,49.25,4e-172,96,500
ACY32106.1,EST36531.1,48.59,2e-162,98,476
ACY32106.1,EST33383.1,28.48,1e-45,90,167
CCP43859.1,EST20299.1,34.16,2e-39,86,143
CCP46231.1,EST31501.1,60.66,0.0,98,626
CCP46316.1,EST34799.1,34.14,7e-46,59,164
CCP46321.1,EST34794.1,32.6,3e-44,79,158
CCP46323.1,EST34792.1,55.92,4e-93,96,276
CCP46324.1,EST23864.1,52.1,5e-93,94,281
CCP46326.1,EST19982.1,51.12,9e-145,100,419
CCP46326.1,EST28577.1,46.62,1e-112,97,338
CCP46327.1,EST29115.1,37.66,7e-53,99,180
CCP46327.1,EST28579.1,35.56,5e-38,99,139
CCP46332.1,EST19096.1,58.97,8e-55,56,175
CCP46337.1,EST19978.1,47.37,2e-109,68,335
CCP46338.1,EST19912.1,54.69,2e-83,96,252
CCP46340.1,EST27482.1,33.85,8e-64,92,211
CCP46342.1,EST23849.1,48.98,5e-100,99,300
CCP46342.1,EST21695.1,41.74,2e-83,99,258
CCP46343.1,EST19913.1,46.75,1e-83,100,256
CCP46344.1,EST19914.1,56.09,3e-120,99,353
CCP46345.1,EST19915.1,67.35,0.0,99,514
CCP46347.1,EST20897.1,48.75,5e-42,92,139
CCP46348.1,EST36538.1,61.1,4e-159,94,455
CCP46352.1,EST27556.1,35.41,5e-39,98,137
CCP46356.1,EST36539.1,73.87,0.0,96,513
CCP46357.1,EST36540.1,78.08,2e-167,96,469
CCP46358.1,EST36541.1,66.15,7e-119,99,343
CCP46359.1,EST36521.1,48.2,5e-158,98,465
CCP46359.1,EST36530.1,38.19,9e-99,99,311
CCP46360.1,EST23862.1,47.02,7e-72,98,224
CCP46360.1,EST36522.1,50.0,3e-66,90,210
CCP46362.1,EST28581.1,66.75,2e-175,99,496
CCP46362.1,EST27531.1,47.79,3e-108,99,325
CCP46362.1,EST27625.1,33.43,2e-39,92,144
CCP46363.1,EST28580.1,48.25,9e-33,88,113
CCP46364.1,EST28578.1,37.28,4e-50,89,169
CCP46367.1,EST24026.1,56.86,2e-163,94,469
CCP46367.1,EST34595.1,36.99,4e-81,92,258
CCP46368.1,EST24025.1,61.64,8e-166,99,472
CCP46370.1,EST36542.1,65.79,9e-133,99,381
CCP46370.1,EST27594.1,45.39,1e-43,93,152
CCP46370.1,EST19076.1,35.57,1e-31,92,119
CCP46371.1,EST36543.1,57.77,6e-90,95,268
CCP46372.1,EST36544.1,65.71,5e-114,99,329
CCP46373.1,EST36545.1,57.86,1e-104,96,308
CCP46374.1,EST36546.1,54.44,8e-92,99,273
CCP46375.1,EST36547.1,67.06,1e-148,97,426
CCP46376.1,EST29114.1,45.63,3e-91,51,290
CCP46378.1,EST36549.1,65.04,0.0,100,515
CCP46378.1,EST21027.1,46.87,6e-109,99,327
CCP46379.1,EST36550.1,50.81,4e-62,93,193
CCP46379.1,EST23079.1,50.54,7e-62,93,194
CCP46381.1,EST36551.1,65.76,3e-103,98,303
CCP46382.1,EST36552.1,67.18,0.0,99,531
CCP46382.1,EST27595.1,52.93,1e-133,99,390
CCP46383.1,EST27532.1,50.65,1e-171,99,497
CCP46383.1,EST36531.1,49.12,7e-150,96,442
CCP46383.1,EST21850.1,33.71,1e-63,97,217
CCP46384.1,EST36554.1,63.47,2e-165,99,471
CCP46385.1,EST36555.1,46.18,2e-57,98,189
CCP46386.1,EST36556.1,41.29,6e-62,95,202
CCP46386.1,EST27590.1,37.76,5e-34,91,126
CCP46388.1,EST24194.1,36.7,3e-35,91,128
CCP46390.1,EST36523.1,47.74,2e-49,83,159
CCP46390.1,EST36557.1,42.41,7e-43,83,143
CCP46390.1,EST27615.1,45.45,4e-41,86,139
CCP46391.1,EST36524.1,51.19,4e-96,97,287
CCP46392.1,EST36525.1,56.69,4e-112,97,327
CCP46393.1,EST36526.1,53.75,1e-145,98,421
CCP46393.1,EST36532.1,53.18,4e-143,99,415
CCP46393.1,EST19238.1,30.73,1e-38,92,142
CCP46393.1,EST27481.1,28.73,3e-31,92,121
CCP46394.1,EST36536.1,56.01,1e-126,95,370
CCP46396.1,EST20729.1,43.8,1e-73,45,244
CCP46397.1,EST23843.1,42.31,5e-44,91,147
ABH00046.1,EST36536.1,53.01,1e-122,96,360
ABH00046.1,EST29114.1,30.41,6e-36,96,134
ABH00047.1,EST36538.1,67.37,0.0,97,520
ABH00048.1,EST36526.1,40.33,1e-85,93,267
ABH00048.1,EST36532.1,38.62,1e-84,98,264
ABH00049.1,EST36524.1,45.64,4e-86,94,262
ABH00053.1,EST18518.1,67.52,1e-156,86,445
ABH00053.1,EST35498.1,29.86,2e-36,98,137
ABH00056.1,EST36557.1,50.0,4e-49,87,159
ABH00058.1,EST36525.1,38.3,7e-65,91,207
ABH00061.1,EST36558.1,58.1,5e-68,78,209
ABH00062.1,EST36540.1,65.73,7e-130,90,374
ABH00063.1,EST36539.1,59.09,3e-139,93,401
ABH00065.1,EST36541.1,57.84,2e-100,100,296
ABH00066.1,EST36533.1,41.43,2e-56,89,183
ABH00067.1,EST36521.1,38.78,4e-113,96,350
ABH00072.1,EST35099.1,32.2,5e-56,93,191
ABH00072.1,EST21894.1,34.57,9e-52,82,179
ABH00074.1,EST36552.1,33.94,1e-45,95,161
ABH00074.1,EST27595.1,40.59,2e-40,61,147
ABH00074.1,EST28577.1,34.26,9e-38,80,140
ABH00074.1,EST20729.1,44.27,2e-34,49,130
ABH00074.1,EST36554.1,31.75,6e-33,94,126
ABH00076.1,EST35525.1,37.85,6e-35,96,125
ABH00080.1,EST36519.1,50.42,1e-70,73,223
ABH00082.1,EST22206.1,34.3,6e-37,89,133
ABH00083.1,EST34640.1,33.13,5e-71,75,239
ABH00083.1,EST26685.1,32.53,4e-69,72,236
ABH00084.1,EST36530.1,37.68,2e-82,98,268
ABG96268.1,EST23843.1,45.81,2e-46,83,153
ABG96272.1,EST28578.1,40.4,6e-53,88,177
ABG96273.1,EST28580.1,49.12,8e-35,81,119
ABG96274.1,EST28581.1,67.44,0.0,99,511
ABG96274.1,EST27531.1,45.34,1e-102,99,310
ABG96317.1,EST23862.1,51.56,2e-86,98,262
ABG96317.1,EST36522.1,49.16,1e-73,99,230
ABG96318.1,EST36521.1,47.54,7e-155,96,457
ABG96318.1,EST36530.1,39.67,5e-98,96,310
ABG96319.1,EST36541.1,63.85,2e-114,99,332
ABG96320.1,EST36540.1,80.34,2e-168,97,472
ABG96321.1,EST36539.1,77.01,0.0,99,533
ABG96324.1,EST36538.1,66.49,0.0,91,536
ABG96325.1,EST36526.1,57.82,6e-156,98,447
ABG96325.1,EST36532.1,56.61,4e-151,98,434
ABG96325.1,EST19238.1,29.65,9e-39,95,142
ABG96325.1,EST27481.1,29.22,3e-31,86,120
ABG96326.1,EST36525.1,57.6,4e-113,96,330
ABG96327.1,EST36524.1,48.99,2e-96,98,288
ABG96328.1,EST36523.1,51.66,4e-54,77,171
ABG96328.1,EST27615.1,48.45,6e-47,81,154
ABG96328.1,EST36557.1,47.74,7e-44,77,145
ABG96377.1,EST36556.1,48.63,9e-91,99,278
ABG96378.1,EST36555.1,48.17,4e-65,98,209
ABG96379.1,EST36554.1,66.16,1e-178,100,504
ABG96380.1,EST36553.1,72.06,7e-148,94,419
ABG96381.1,EST27532.1,49.53,8e-170,98,493
ABG96381.1,EST36531.1,47.7,1e-162,99,475
ABG96382.1,EST36552.1,67.43,0.0,92,549
ABG96382.1,EST27595.1,56.31,3e-141,92,411
ABG96383.1,EST36551.1,64.2,2e-102,96,301
ABG96384.1,EST36550.1,58.06,9e-74,91,223
ABG96384.1,EST23079.1,55.96,1e-73,95,224
ABG96385.1,EST36549.1,74.81,0.0,100,588
ABG96435.1,EST36547.1,66.38,3e-148,98,424
ABG96436.1,EST36546.1,58.87,5e-104,97,304
ABG96437.1,EST36545.1,59.38,3e-114,97,333
ABG96438.1,EST36544.1,65.34,1e-117,97,339
ABG96439.1,EST36543.1,63.35,2e-107,97,313
ABG96440.1,EST36542.1,67.43,3e-138,99,395
ABG96440.1,EST27594.1,43.04,2e-50,99,170
ABG96441.1,EST27544.1,45.16,5e-66,90,210
ABG96442.1,EST23844.1,58.33,3e-153,99,445
ABG96465.1,EST24026.1,61.33,0.0,85,518
ABG96466.1,EST36252.1,39.85,3e-70,90,228
ABG96468.1,EST27536.1,37.72,3e-35,79,129
ABG96469.1,EST19915.1,67.77,0.0,100,532
ABG96470.1,EST19914.1,57.1,3e-127,99,371
ABG96471.1,EST19913.1,49.06,6e-92,97,278
ABG96472.1,EST23849.1,51.61,4e-101,99,303
ABG96474.1,EST19912.1,53.23,6e-85,94,256
ABG96475.1,EST19978.1,46.61,2e-106,69,327
ABG96476.1,EST19968.1,56.6,2e-137,99,398
ABG96478.1,EST29115.1,36.98,2e-53,99,182
ABG96478.1,EST28579.1,33.24,5e-41,99,147
ABG96479.1,EST19982.1,52.91,1e-149,100,431
ABG96479.1,EST28577.1,48.09,1e-119,97,355
ABG96481.1,EST23864.1,50.66,8e-91,95,275
ABG97568.1,EST23864.1,60.45,1e-117,95,343
ABG97571.1,EST27536.1,37.59,6e-54,91,179
ABG97572.1,EST36533.1,41.34,5e-60,94,194
ABG97574.1,EST36525.1,43.36,1e-73,96,229
ABG97575.1,EST36521.1,47.72,5e-156,95,460
ABG97576.1,EST36541.1,61.15,4e-112,99,325
ABG97577.1,EST36540.1,77.16,3e-162,96,456
ABG97578.1,EST36539.1,77.74,0.0,96,539
ABG97580.1,EST36524.1,47.32,1e-90,97,273
ABG97584.1,EST26664.1,41.84,2e-73,82,237
ABG97588.1,EST36538.1,60.95,1e-167,94,477
ABG97589.1,EST36526.1,51.55,5e-150,99,432
ABG97589.1,EST36532.1,49.61,3e-140,99,407
ABG97590.1,EST36530.1,56.87,5e-176,99,508
ABG97591.1,EST23843.1,41.76,5e-43,90,144
ABG97594.1,EST23862.1,48.82,9e-82,99,250
ABG97594.1,EST36522.1,48.33,1e-70,99,222
ABG97600.1,EST36529.1,63.39,8e-118,99,342
ABG97602.1,EST19982.1,51.28,1e-140,99,408
ABG97602.1,EST28577.1,54.83,1e-137,95,402
ABG97603.1,EST28578.1,47.91,1e-78,97,243
ABG97604.1,EST28579.1,40.05,5e-58,99,192
ABG97604.1,EST29115.1,39.52,5e-56,98,189
ABG97605.1,EST28580.1,63.2,3e-47,87,150
ABG97606.1,EST28581.1,65.19,8e-170,98,482
ABG97606.1,EST27531.1,47.41,3e-104,98,315
ABG97608.1,EST36543.1,49.8,2e-74,95,229
ABG94288.1,EST36521.1,48.1,4e-167,99,488
ABG94288.1,EST36530.1,38.54,2e-99,99,313
ABG94289.1,EST36557.1,47.27,1e-45,94,149
ABG94290.1,EST36558.1,60.66,3e-78,75,236
ABG94291.1,EST36519.1,47.9,4e-78,89,243
ABG94292.1,EST36533.1,52.48,2e-76,91,236
ABG94293.1,EST36524.1,48.32,1e-94,97,283
ABG94294.1,EST36526.1,40.66,3e-94,99,289
ABG94294.1,EST36532.1,41.21,2e-90,92,279
ABG94295.1,EST36538.1,70.46,0.0,92,551
