ACY32014.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32015.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32016.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32017.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32018.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32019.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32020.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32021.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32022.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32023.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32024.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32025.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32026.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32027.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32028.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32029.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32030.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32031.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32032.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32033.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32034.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32035.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32036.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32037.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32038.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32039.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32040.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32041.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32042.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32043.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32044.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32045.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32046.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32047.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32048.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32049.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32050.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32051.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32052.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32053.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32054.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32055.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32056.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32057.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32058.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32059.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32060.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32061.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32062.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32063.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32064.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32065.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32066.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32067.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32068.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32069.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32070.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32071.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32072.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32073.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32074.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32075.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32076.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32077.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32078.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32079.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32080.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32081.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32082.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32083.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32084.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32085.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32086.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32087.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32088.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32089.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32090.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32091.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32092.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32093.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32094.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32095.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32096.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32097.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32098.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32099.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32100.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32101.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32102.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32103.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32104.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32105.1,sseqid,0,evalue,qcovhsp,bitscore
ACY32106.1,sseqid,0,evalue,qcovhsp,bitscore
CCP43859.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46231.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46314.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46315.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46316.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46317.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46318.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46319.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46320.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46321.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46322.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46323.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46324.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46325.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46326.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46327.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46328.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46329.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46330.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46331.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46332.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46333.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46334.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46335.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46336.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46337.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46338.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46339.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46340.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46341.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46342.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46343.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46344.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46345.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46346.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46347.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46348.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46349.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46350.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46351.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46352.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46353.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46354.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46355.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46356.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46357.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46358.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46359.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46360.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46361.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46362.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46363.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46364.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46365.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46366.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46367.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46368.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46369.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46370.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46371.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46372.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46373.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46374.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46375.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46376.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46377.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46378.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46379.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46380.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46381.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46382.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46383.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46384.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46385.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46386.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46387.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46388.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46389.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46390.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46391.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46392.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46393.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46394.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46395.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46396.1,sseqid,0,evalue,qcovhsp,bitscore
CCP46397.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94283.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94284.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94285.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94286.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94287.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94288.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94289.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94290.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94291.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94292.1,sseqid,0,evalue,qcovhsp,bitscore
